"DVSA5201 Theory car pass rates by gender, month and DTC",,,,,,,,,,,
,,,,,,,,,,,
Time Period Captured,April 2018 to March 2019,,,,,,,,,,
,,,,,,,,,,,
,Male tests,,,,Female tests ,,,,Total tests,,
 ,Conducted,Passes,Pass rate (%),,Conducted,Passes,Pass rate (%),,Conducted,Passes,Pass rate (%)
Aberdeen,,,,,,,,,,,
April 2018,1429,597,41.8, ,1262,551,43.7, ,2691,1148,42.7
May 2018,1557,616,39.6, ,1437,597,41.5, ,2994,1213,40.5
June 2018,1597,635,39.8, ,1372,568,41.4, ,2969,1203,40.5
July 2018,1515,641,42.3, ,1487,653,43.9, ,3003,1294,43.1
August 2018,1401,655,46.8, ,1320,635,48.1, ,2721,1290,47.4
September 2018,1234,535,43.4, ,1146,512,44.7, ,2380,1047,44.0
October 2018,1396,564,40.4, ,1320,614,46.5, ,2716,1178,43.4
November 2018,1544,630,40.8, ,1377,585,42.5, ,2922,1215,41.6
December 2018,1269,504,39.7, ,1142,432,37.8, ,2411,936,38.8
January 2019,1368,531,38.8, ,1155,462,40.0, ,2523,993,39.4
February 2019,1457,575,39.5, ,1327,538,40.5, ,2785,1114,40.0
March 2019,1528,590,38.6, ,1391,602,43.3, ,2920,1193,40.9
Uxbridge,17295,7073,40.9, ,15736,6749,42.9, ,33035,13824,41.8
 ,,,,,,,,,,,
Watford,,,,,,,,,,,
April 2018,1079,460,42.6, ,1009,527,52.2, ,2088,987,47.3
May 2018,1315,530,40.3, ,1204,567,47.1, ,2519,1097,43.5
June 2018,1233,558,45.3, ,1046,496,47.4, ,2279,1054,46.2
July 2018,1312,632,48.2, ,1207,609,50.5, ,2519,1241,49.3
August 2018,1316,629,47.8, ,1199,654,54.5, ,2516,1284,51.0
September 2018,978,447,45.7, ,884,459,51.9, ,1862,906,48.7
October 2018,1248,557,44.6, ,1068,517,48.4, ,2316,1074,46.4
November 2018,1288,558,43.3, ,1174,561,47.8, ,2462,1119,45.5
December 2018,1115,508,45.6, ,1033,494,47.8, ,2149,1002,46.6
January 2019,1239,546,44.1, ,1056,510,48.3, ,2295,1056,46.0
February 2019,1358,596,43.9, ,1158,568,49.1, ,2517,1165,46.3
March 2019,1273,562,44.1, ,1165,578,49.6, ,2439,1141,46.8
Watford,14754,6583,44.6, ,13203,6540,49.5, ,27961,13126,46.9
 ,,,,,,,,,,,
Weymouth,,,,,,,,,,,
April 2018,147,77,52.4, ,150,82,54.7, ,297,159,53.5
May 2018,130,67,51.5, ,117,62,53.0, ,247,129,52.2
June 2018,126,65,51.6, ,142,65,45.8, ,268,130,48.5
July 2018,159,71,44.7, ,157,80,51.0, ,316,151,47.8
August 2018,123,59,48.0, ,99,48,48.5, ,222,107,48.2
September 2018,120,52,43.3, ,113,58,51.3, ,233,110,47.2
October 2018,154,72,46.8, ,153,84,54.9, ,307,156,50.8
November 2018,123,56,45.5, ,130,55,42.3, ,253,111,43.9
December 2018,108,42,38.9, ,107,53,49.5, ,215,95,44.2
January 2019,171,81,47.4, ,118,51,43.2, ,289,132,45.7
February 2019,142,60,42.3, ,133,66,49.6, ,275,126,45.8
March 2019,149,66,44.3, ,126,62,49.2, ,275,128,46.5
Weymouth,1652,768,46.5, ,1545,766,49.6, ,3197,1534,48.0
 ,,,,,,,,,,,
Wick,,,,,,,,,,,
May 2018,23,12,52.2, ,23,16,69.6, ,46,28,60.9
July 2018,20,9,45.0, ,16,6,37.5, ,36,15,41.7
September 2018,13,9,69.2, ,13,7,53.8, ,26,16,61.5
November 2018,19,5,26.3, ,19,8,42.1, ,38,13,34.2
January 2019,16,9,56.3, ,22,14,63.6, ,38,23,60.5
March 2019,27,13,48.1, ,18,10,55.6, ,45,23,51.1
Wick,118,57,48.3, ,111,61,55.0, ,229,118,51.5
 ,,,,,,,,,,,
Wigan,,,,,,,,,,,
April 2018,388,154,39.7, ,354,169,47.7, ,742,323,43.5
May 2018,412,190,46.1, ,392,169,43.1, ,804,359,44.7
June 2018,376,158,42.0, ,389,187,48.1, ,765,345,45.1
July 2018,423,174,41.1, ,443,223,50.3, ,866,397,45.8
August 2018,399,193,48.4, ,366,187,51.1, ,765,380,49.7
September 2018,435,180,41.4, ,347,169,48.7, ,782,349,44.6
October 2018,471,197,41.8, ,400,200,50.0, ,871,397,45.6
November 2018,453,202,44.6, ,422,192,45.5, ,876,395,45.1
December 2018,381,150,39.4, ,337,137,40.7, ,718,287,40.0
January 2019,368,169,45.9, ,351,174,49.6, ,720,344,47.8
February 2019,399,190,47.6, ,363,170,46.8, ,762,360,47.2
March 2019,453,206,45.5, ,396,196,49.5, ,849,402,47.3
Wigan,4958,2163,43.6, ,4560,2173,47.7, ,9520,4338,45.6
 ,,,,,,,,,,,
Wolverhampton,,,,,,,,,,,
April 2018,838,391,46.7, ,841,391,46.5, ,1679,782,46.6
May 2018,907,383,42.2, ,874,363,41.5, ,1781,746,41.9
June 2018,903,367,40.6, ,860,378,44.0, ,1763,745,42.3
July 2018,840,357,42.5, ,829,365,44.0, ,1669,722,43.3
August 2018,1027,489,47.6, ,947,443,46.8, ,1975,933,47.2
September 2018,833,370,44.4, ,773,374,48.4, ,1606,744,46.3
October 2018,938,398,42.4, ,886,390,44.0, ,1824,788,43.2
November 2018,906,363,40.1, ,917,397,43.3, ,1823,760,41.7
December 2018,904,369,40.8, ,873,350,40.1, ,1777,719,40.5
January 2019,780,314,40.3, ,765,331,43.3, ,1545,645,41.7
February 2019,873,371,42.5, ,830,387,46.6, ,1703,758,44.5
March 2019,938,423,45.1, ,935,414,44.3, ,1873,837,44.7
Wolverhampton,10687,4595,43.0, ,10330,4583,44.4, ,21018,9179,43.7
 ,,,,,,,,,,,
Worcester,,,,,,,,,,,
April 2018,261,142,54.4, ,249,125,50.2, ,510,267,52.4
May 2018,429,204,47.6, ,402,178,44.3, ,831,382,46.0
June 2018,281,140,49.8, ,287,146,50.9, ,568,286,50.4
July 2018,296,152,51.4, ,305,162,53.1, ,601,314,52.2
August 2018,505,259,51.3, ,527,288,54.6, ,1032,547,53.0
September 2018,355,161,45.4, ,317,160,50.5, ,672,321,47.8
October 2018,407,190,46.7, ,371,201,54.2, ,778,391,50.3
November 2018,398,181,45.5, ,389,192,49.4, ,787,373,47.4
December 2018,340,152,44.7, ,292,142,48.6, ,632,294,46.5
January 2019,311,141,45.3, ,295,149,50.5, ,606,290,47.9
February 2019,399,181,45.4, ,379,202,53.3, ,778,383,49.2
March 2019,380,181,47.6, ,371,188,50.7, ,751,369,49.1
Worcester,4362,2084,47.8, ,4184,2133,51.0, ,8546,4217,49.3
 ,,,,,,,,,,,
Workington,,,,,,,,,,,
April 2018,167,82,49.1, ,137,75,54.7, ,304,157,51.6
May 2018,160,67,41.9, ,174,78,44.8, ,334,145,43.4
June 2018,123,56,45.5, ,147,63,42.9, ,270,119,44.1
July 2018,142,58,40.8, ,150,58,38.7, ,292,116,39.7
August 2018,137,66,48.2, ,132,60,45.5, ,269,126,46.8
September 2018,102,39,38.2, ,97,44,45.4, ,199,83,41.7
October 2018,172,72,41.9, ,163,77,47.2, ,335,149,44.5
November 2018,111,59,53.2, ,97,45,46.4, ,208,104,50.0
December 2018,64,20,31.3, ,65,19,29.2, ,129,39,30.2
January 2019,124,50,40.3, ,127,57,44.9, ,251,107,42.6
February 2019,134,63,47.0, ,147,74,50.3, ,281,137,48.8
March 2019,142,62,43.7, ,141,67,47.5, ,283,129,45.6
Workington,1578,694,44.0, ,1577,717,45.5, ,3155,1411,44.7
 ,,,,,,,,,,,
Worthing,,,,,,,,,,,
April 2018,281,131,46.6, ,262,142,54.2, ,543,273,50.3
May 2018,316,134,42.4, ,262,147,56.1, ,578,281,48.6
June 2018,250,118,47.2, ,261,138,52.9, ,511,256,50.1
July 2018,308,149,48.4, ,249,133,53.4, ,557,282,50.6
August 2018,343,146,42.6, ,287,142,49.5, ,630,288,45.7
September 2018,275,119,43.3, ,204,108,52.9, ,479,227,47.4
October 2018,333,165,49.5, ,277,135,48.7, ,610,300,49.2
November 2018,317,132,41.6, ,231,108,46.8, ,548,240,43.8
December 2018,227,117,51.5, ,190,75,39.5, ,417,192,46.0
January 2019,255,110,43.1, ,258,126,48.8, ,513,236,46.0
February 2019,310,129,41.6, ,291,131,45.0, ,601,260,43.3
March 2019,327,162,49.5, ,285,143,50.2, ,612,305,49.8
Worthing,3542,1612,45.5, ,3057,1528,50.0, ,6599,3140,47.6
 ,,,,,,,,,,,
Yeovil,,,,,,,,,,,
April 2018,214,122,57.0, ,182,110,60.4, ,396,232,58.6
May 2018,239,109,45.6, ,240,134,55.8, ,479,243,50.7
June 2018,220,103,46.8, ,208,121,58.2, ,428,224,52.3
July 2018,195,96,49.2, ,190,105,55.3, ,385,201,52.2
August 2018,274,134,48.9, ,237,129,54.4, ,511,263,51.5
September 2018,206,87,42.2, ,214,107,50.0, ,420,194,46.2
October 2018,239,118,49.4, ,200,103,51.5, ,439,221,50.3
November 2018,199,89,44.7, ,203,90,44.3, ,402,179,44.5
December 2018,197,79,40.1, ,194,91,46.9, ,391,170,43.5
January 2019,220,95,43.2, ,208,97,46.6, ,428,192,44.9
February 2019,210,94,44.8, ,170,102,60.0, ,380,196,51.6
March 2019,256,127,49.6, ,212,111,52.4, ,468,238,50.9
Yeovil,2669,1253,46.9, ,2458,1300,52.9, ,5127,2553,49.8
 ,,,,,,,,,,,
York,,,,,,,,,,,
April 2018,362,173,47.8, ,357,209,58.5, ,720,383,53.2
May 2018,357,155,43.4, ,354,203,57.3, ,711,358,50.4
June 2018,275,135,49.1, ,272,152,55.9, ,547,287,52.5
July 2018,275,142,51.6, ,308,170,55.2, ,583,312,53.5
August 2018,382,193,50.5, ,368,227,61.7, ,750,420,56.0
September 2018,344,187,54.4, ,296,151,51.0, ,640,338,52.8
October 2018,370,160,43.2, ,318,179,56.3, ,688,339,49.3
November 2018,408,172,42.2, ,368,213,57.9, ,776,385,49.6
December 2018,354,167,47.2, ,295,156,52.9, ,650,324,49.8
January 2019,371,174,46.9, ,335,189,56.4, ,707,364,51.5
February 2019,344,181,52.6, ,311,173,55.6, ,655,354,54.0
March 2019,369,187,50.7, ,324,186,57.4, ,693,373,53.8
York,4211,2026,48.1, ,3906,2208,56.5, ,8120,4237,52.2
 ,,,,,,,,,,,
National Figures,925453,421768,45.6, ,861953,423023,49.1, ,1787773,845028,47.3
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
